"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
245,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 農業相關、食品科學相關、市場行銷相關 "," 不拘 "," 不拘 "," 不拘 "
246,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
247,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
248,"上班族、夜間就讀中、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力"," 不拘 "," 不拘 "
249,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
250,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升語文能力","Excel、PowerPoint、Word"," 不拘 "
251,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
252,"外籍人士、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 "," 不拘 "
253,"上班族、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 "," 不拘 ","品牌行銷管理、實體活動規劃與執行、網站企劃能力、網路活動規劃與執行、社群媒體經營管理"
254,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
255,"學生實習"," 不拘 "," 專科以上 "," 不拘 "," 越文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /中等  中文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升語文能力","Excel、PowerPoint","網站流量成效追蹤、廣告企劃案╱文案撰寫"
256,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
257,"應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 高中、專科、大學 "," 工程學科類、商業及管理學科類、工業技藝及機械學科類 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Excel、Outlook、PowerPoint、Word、Adobe InDesign、Adobe Photoshop、Illustrator、PhotoImpact","執行攝影作業、操作使用各式相機及週邊設備功能、電腦排版設計、電腦繪圖軟體操作、繪圖工具與軟體操作、多媒體企劃設計、多媒體影像處理、數位攝影技巧"
258,"夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 ","Excel、PowerPoint"," 不拘 "
259,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 ","Adobe Acrobat、Excel、PowerPoint、Word","提案與簡報技巧、實體活動規劃與執行"
260,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 ","Adobe Photoshop"," 不拘 "
261,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
262,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升語文能力","Excel、Outlook、PowerPoint、Word、Adobe Photoshop"," 不拘 "
263,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 2年以上 "," 大學以上 "," 不拘 "," 不拘 ","PowerPoint、Premiere、Illustrator"," 不拘 "
264,"上班族、應屆畢業生、學生實習"," 2年以上 "," 高中以上 "," 藝術商業設計、工業設計相關、大眾傳播學相關 "," 不拘 "," 不拘 "," 不拘 "
265,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","Excel"," 不拘 "
266,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
267,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
268,"上班族、應屆畢業生、日間就讀中、研發替代役、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
269,"日間就讀中、外籍人士、學生實習"," 不拘 "," 專科、大學 "," 美術工藝相關、大眾傳播學相關、市場行銷相關 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 "," 不拘 "
270,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 "," 不拘 "
271,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學 "," 不拘 "," 不拘 ","Google Analytics、Adobe Photoshop"," 不拘 "
272,"夜間就讀中、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
273,"上班族、研發替代役、外籍人士、學生實習"," 不拘 "," 碩士 "," 不拘 "," 不拘 "," 不拘 ","業務或通路開發"
274,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
275,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學、碩士 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升語文能力","Excel、PowerPoint、Word、Adobe Photoshop"," 不拘 "
276,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 日文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升日文能力"," 不拘 "," 不拘 "
277,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
278,"應屆畢業生、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
279,"上班族、應屆畢業生、日間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 其他相關科系 "," 台語 -- 精通  客家語 -- 略懂 贊助提升語文能力","中文打字20~50"," 不拘 "
280,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","Excel、Outlook、Word"," 不拘 "
281,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 ","PowerPoint"," 不拘 "
282,"學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
283,"上班族、應屆畢業生、日間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 其他相關科系 "," 台語 -- 精通  客家語 -- 略懂 贊助提升語文能力","中文打字20~50"," 不拘 "
284,"應屆畢業生、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
285,"應屆畢業生、二度就業、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力","Excel、Outlook、PowerPoint、Word"," 不拘 "
286,"夜間就讀中、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
287,"應屆畢業生、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
288,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 印尼文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升語文能力"," 不拘 "," 不拘 "
289,"上班族、應屆畢業生、日間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 其他相關科系 "," 台語 -- 精通  客家語 -- 略懂 贊助提升語文能力","中文打字20~50"," 不拘 "
290,"上班族、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 ","Excel、PowerPoint、Word","行政事務處理、行銷製作物規劃與執行、品牌行銷管理、異業合作規劃與執行、提案與簡報技巧、實體活動規劃與執行、網站企劃能力、網路活動規劃與執行、廣告製作規劃與執行、行銷宣傳預算編製與控管、行銷策略擬定、品牌知名度推廣、顧客關係管理、社群媒體經營管理、公關活動規劃與執行、市場調查企劃與執行、網站流量成效追蹤、廣告企劃案╱文案撰寫、廣告效益評估、廣告創意發想與提案"
291,"應屆畢業生、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力"," 不拘 ","行銷製作物規劃與執行、社群媒體經營管理、廣告企劃案╱文案撰寫"
292,"上班族、應屆畢業生、日間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 其他相關科系 "," 台語 -- 精通  客家語 -- 略懂 贊助提升語文能力","中文打字20~50"," 不拘 "
293,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 1年以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
294,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學、碩士 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
295,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
296,"上班族、應屆畢業生、日間就讀中、二度就業、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
297,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
298,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
299,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
300,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
301,"上班族、應屆畢業生、學生實習"," 1年以上 "," 專科、大學 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力"," 不拘 "," 不拘 "
302,"應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
303,"上班族、應屆畢業生、日間就讀中、夜間就讀中、中壯齡 、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 ","品牌行銷管理、網路活動規劃與執行、社群媒體經營管理"
304,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
305,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 "," 不拘 ","提案與簡報技巧、網路活動規劃與執行、品牌知名度推廣、社群媒體經營管理、廣告企劃案╱文案撰寫、廣告創意發想與提案、功能測試(function test)、使用者測試(Usability test)、問題追蹤處理(Bug tracking)、軟體整合測試、壓力測試(stress test)、測試計劃及測試報告書撰寫"
306,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
307,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
308,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 台語 -- 精通 贊助提升語文能力"," 不拘 "," 不拘 "
309,"上班族、應屆畢業生、夜間就讀中、學生實習"," 1年以上 "," 大學以上 "," 大眾傳播學相關、市場行銷相關 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力","Excel、Outlook、PowerPoint、Word"," 不拘 "
310,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","Excel、Adobe Photoshop、Illustrator","多媒體影像處理"
311,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升語文能力","Excel、PowerPoint、Word"," 不拘 "
312,"日間就讀中、夜間就讀中、外籍人士、原住民 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
313,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","Adobe Photoshop","多媒體影像處理"
314,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 台語 -- 略懂 贊助提升語文能力"," 不拘 "," 不拘 "
315,"上班族、應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 一般商業學類、大眾傳播學科類 "," 不拘 ","Adobe Photoshop、Illustrator"," 不拘 "
316,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 ","市場調查企劃與執行、廣告企劃案╱文案撰寫、各式影片剪接後製作業"
317,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
318,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 ","Excel、PowerPoint","文書處理╱排版能力、報表彙整與管理、市場調查資料分析與報告撰寫"
319,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 資訊工程相關、資訊管理相關 "," 不拘 "," 不拘 "," 不拘 "
320,"上班族、應屆畢業生、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 ","Excel"," 不拘 "
321,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
322,"日間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力"," 不拘 "," 不拘 "
323,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 ","社群媒體經營管理、廣告企劃案╱文案撰寫、繪圖工具與軟體操作"
324,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 大學以上 "," 商業及管理學科類、大眾傳播學科類、藝術學科類 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  台語 -- 略懂 贊助提升語文能力","Excel、Outlook、PowerPoint、Word"," 不拘 "
325,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 ","Excel、PowerPoint","文書處理╱排版能力、報表彙整與管理、文件或資料輸入建檔處理、提案與簡報技巧、市場調查企劃與執行、市場調查資料分析與報告撰寫、文書處理軟體操作、簡報軟體操作"
326,"日間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力"," 不拘 "," 不拘 "
327,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 ","OneNote、PowerPoint、Word、3ds Max、MAYA、Adobe Photoshop、Illustrator、PhotoImpact、Final Cut ProX"," 不拘 "
328,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
329,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
330,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 ","OneNote、PowerPoint、Word、3ds Max、MAYA、Adobe Photoshop、Illustrator、PhotoImpact、Final Cut ProX"," 不拘 "
331,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 ","Excel、PowerPoint"," 不拘 "
332,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
333,"上班族、應屆畢業生、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 德文 -- 聽 /精通、說 /精通、讀 /精通、寫 /中等 贊助提升語文能力"," 不拘 ","文書處理╱排版能力、行政事務處理、文件或資料輸入建檔處理"
334,"應屆畢業生、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 ","Excel、PowerPoint"," 不拘 "
335,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學 "," 不拘 "," 不拘 "," 不拘 ","各式影片剪接後製作業"
336,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 醫藥衛生學科類、工程學科類、數學及電算機科學學科類 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  中文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  台語 -- 略懂 贊助提升語文能力","Excel、Outlook、PowerPoint、Word"," 不拘 "
337,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Windows 10、Excel、PowerPoint、Word、中文打字50~75"," 不拘 "
338,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 台語 -- 略懂 贊助提升語文能力"," 不拘 "," 不拘 "
339,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學 "," 不拘 "," 不拘 ","C#、MS SQL、MySQL"," 不拘 "
340,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 ","Adobe Photoshop、CorelDraw、Illustrator、Sketch up"," 不拘 "
341,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
342,"學生實習"," 不拘 "," 高中以上 "," 大眾傳播學科類、體育相關、電影藝術相關 "," 中文 -- 聽 /精通、說 /中等、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /略懂、讀 /精通、寫 /略懂 贊助提升語文能力","Mac OS、Windows 8、Adobe Acrobat、Internet Explorer、Word、After Effects、Premiere、Adobe Photoshop","行銷製作物規劃與執行、異業合作規劃與執行、品牌知名度推廣、顧客關係管理、社群媒體經營管理、廣告效益評估、各式影片剪接後製作業、執行影片拍攝作業、運動評估與5Q"
343,"外籍人士、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 法文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等 贊助提升語文能力"," 不拘 "," 不拘 "
344,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 ","OneNote、PowerPoint、Word、3ds Max、MAYA、Adobe Photoshop、Illustrator、PhotoImpact、Final Cut ProX"," 不拘 "
345,"應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","Premiere、Adobe Photoshop、Illustrator","多媒體影像處理"
346,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 藝術學科類、商業及管理學科類、大眾傳播學科類 "," 不拘 ","OneNote、PowerPoint、Word、Adobe Photoshop、Illustrator、PhotoImpact、Final Cut ProX"," 不拘 "
347,"外籍人士、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 阿拉伯文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升語文能力"," 不拘 "," 不拘 "
348,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","PowerPoint、Word"," 不拘 "
349,"外籍人士、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 西班牙文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等 贊助提升語文能力"," 不拘 "," 不拘 "
350,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
351,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Excel、Outlook、PowerPoint、Word"," 不拘 "
352,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
353,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
354,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
355,"學生實習"," 不拘 "," 高中以上 "," 語文及人文學科類、大眾傳播學科類、體育相關 "," 中文 -- 聽 /精通、說 /中等、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /略懂、讀 /精通、寫 /略懂 贊助提升語文能力","Mac OS、Windows 8、Adobe Acrobat、Excel、Internet Explorer、PowerPoint、Word、Adobe Photoshop","行銷製作物規劃與執行、異業合作規劃與執行、品牌知名度推廣、顧客關係管理、社群媒體經營管理、公關新聞稿撰寫與報導、廣告效益評估、新聞╱報紙翻譯、運動評估與5Q"
356,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 ","PowerPoint、Word、3ds Max、After Effects、MAYA、Adobe Photoshop、Illustrator、PhotoImpact、Final Cut ProX"," 不拘 "
357,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、大學 "," 不拘 "," 不拘 "," 不拘 ","社群媒體經營管理"
358,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 1年以上 "," 大學 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升語文能力","Excel、PowerPoint、Word、Adobe Photoshop、Illustrator","行銷製作物規劃與執行、提案與簡報技巧、網路活動規劃與執行、社群媒體經營管理、廣告企劃案╱文案撰寫、廣告創意發想與提案"
359,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 高中、專科、大學、碩士 "," 不拘 "," 泰文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  中文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升語文能力"," 不拘 "," 不拘 "
360,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 ","Excel、PowerPoint、Word、Adobe Photoshop、Illustrator","網站企劃能力、網路活動規劃與執行"
361,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力","Excel、Outlook"," 不拘 "
362,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  台語 -- 中等 贊助提升語文能力","Excel、OneNote、Outlook、PowerPoint、Project、Word","行銷製作物規劃與執行、提案與簡報技巧、實體活動規劃與執行、網站企劃能力、網路活動規劃與執行、研討會／講座活動規劃與執行、社群媒體經營管理、市場調查資料分析與報告撰寫、廣告企劃案╱文案撰寫、客戶資料更新維護、客戶情報蒐集、客訴案件處理、產品介紹及解說銷售、文書處理軟體操作、流程圖軟體操作、專案管理軟體操作、電子試算表軟體操作、簡報軟體操作、技術文件翻譯、會議╱談判即時口譯"
363,"上班族、應屆畢業生、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 大學以上 "," 資訊管理相關、資訊工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
